MainData/Shorts/101_3_back.jpg,92.0,13.0,107.0,64.0
MainData/Shorts/201_7_additional.jpg,1.0,1.0,212.0,255.0
MainData/Shorts/701_1_front.jpg,63.0,13.0,124.0,108.0
MainData/Shorts/801_2_side.jpg,123.0,14.0,10.0,113.0
MainData/Shorts/901_3_back.jpg,60.0,14.0,132.0,110.0
MainData/Shorts/1001_4_full.jpg,1.0,1.0,255.0,255.0
MainData/Shorts/1101_6_flat.jpg,22.0,43.0,218.0,163.0
MainData/Shorts/1201_7_additional.jpg,1.0,1.0,255.0,255.0
MainData/Shorts/1303_1_front.jpg,68.0,19.0,130.0,100.0
MainData/Shorts/1403_2_side.jpg,132.0,19.0,13.0,99.0
MainData/Shorts/1503_3_back.jpg,63.0,18.0,136.0,102.0
MainData/Shorts/1603_4_full.jpg,1.0,1.0,255.0,255.0
MainData/Shorts/1703_6_flat.jpg,1.0,33.0,254.0,223.0
MainData/Shorts/1803_7_additional.jpg,1.0,1.0,255.0,255.0
MainData/Shorts/1902_1_front.jpg,88.0,87.0,55.0,89.0
MainData/Shorts/2002_2_side.jpg,100.0,5.0,62.0,141.0
MainData/Shorts/2102_3_back.jpg,87.0,8.0,73.0,136.0
MainData/Shorts/2202_7_additional.jpg,66.0,10.0,127.0,229.0
MainData/Shorts/2302_1_front.jpg,73.0,164.0,103.0,73.0
MainData/Shorts/2402_2_side.jpg,119.0,14.0,26.0,68.0
MainData/Shorts/2502_3_back.jpg,75.0,11.0,95.0,75.0
MainData/Shorts/2602_7_additional.jpg,23.0,1.0,233.0,255.0
MainData/Shirts/3801_1_front.jpg,65.0,60.0,128.0,161.0
MainData/Shirts/3901_2_side.jpg,126.0,50.0,30.0,171.0
MainData/Shirts/4001_4_full.jpg,46.0,50.0,149.0,186.0
MainData/Shirts/4101_7_additional.jpg,88.0,41.0,77.0,90.0
MainData/Shirts/4602_1_front.jpg,69.0,64.0,132.0,178.0
MainData/Shirts/4702_2_side.jpg,96.0,56.0,48.0,175.0
MainData/Shirts/4802_3_back.jpg,53.0,47.0,139.0,195.0
MainData/Shirts/4902_4_full.jpg,118.0,39.0,59.0,85.0
MainData/Shirts/5002_7_additional.jpg,1.0,1.0,192.0,255.0
MainData/Shirts/11502_1_front.jpg,106.0,26.0,41.0,191.0
MainData/Shirts/11602_3_back.jpg,89.0,30.0,91.0,185.0
